UIDX,CRITICAL FLAG
te-67676,Critical
te-67677,Not Critical
te-67678,Not Applicable
te-67679,Not Critical
te-67680,Critical
te-67681,Not Critical
te-67682,Critical
te-67683,Critical
te-67684,Critical
te-67685,Not Critical
te-67686,Critical
te-67687,Not Applicable
te-67688,Critical
te-67689,Not Critical
te-67690,Critical
te-67691,Not Critical
te-67692,Not Critical
te-67693,Critical
te-67694,Critical
te-67695,Not Applicable
te-67696,Not Critical
te-67697,Not Critical
te-67698,Not Critical
te-67699,Not Critical
te-67700,Critical
te-67701,Not Applicable
te-67702,Critical
te-67703,Not Critical
te-67704,Critical
te-67705,Critical
te-67706,Not Critical
te-67707,Critical
te-67708,Critical
te-67709,Critical
te-67710,Critical
te-67711,Critical
te-67712,Not Critical
te-67713,Not Critical
te-67714,Critical
te-67715,Not Critical
te-67716,Critical
te-67717,Critical
te-67718,Not Critical
te-67719,Critical
te-67720,Critical
te-67721,Not Critical
te-67722,Critical
te-67723,Critical
te-67724,Critical
te-67725,Critical
te-67726,Critical
te-67727,Not Critical
te-67728,Critical
te-67729,Critical
te-67730,Not Critical
te-67731,Not Critical
te-67732,Critical
te-67733,Not Critical
te-67734,Not Critical
te-67735,Critical
te-67736,Not Critical
te-67737,Not Critical
te-67738,Not Critical
te-67739,Not Critical
te-67740,Not Critical
te-67741,Not Critical
te-67742,Critical
te-67743,Not Critical
te-67744,Not Critical
te-67745,Not Critical
te-67746,Not Critical
te-67747,Not Critical
te-67748,Critical
te-67749,Not Applicable
te-67750,Critical
te-67751,Critical
te-67752,Critical
te-67753,Critical
te-67754,Critical
te-67755,Critical
te-67756,Critical
te-67757,Critical
te-67758,Not Critical
te-67759,Not Critical
te-67760,Not Applicable
te-67761,Not Critical
te-67762,Critical
te-67763,Critical
te-67764,Critical
te-67765,Not Critical
te-67766,Critical
te-67767,Not Critical
te-67768,Not Critical
te-67769,Not Critical
te-67770,Not Applicable
te-67771,Critical
te-67772,Critical
te-67773,Critical
te-67774,Critical
te-67775,Not Critical
te-67776,Not Critical
te-67777,Not Critical
te-67778,Not Critical
te-67779,Not Critical
te-67780,Not Applicable
te-67781,Not Critical
te-67782,Not Critical
te-67783,Critical
te-67784,Critical
te-67785,Critical
te-67786,Critical
te-67787,Critical
te-67788,Not Critical
te-67789,Not Critical
te-67790,Critical
te-67791,Critical
te-67792,Critical
te-67793,Not Critical
te-67794,Critical
te-67795,Critical
te-67796,Not Critical
te-67797,Critical
te-67798,Not Critical
te-67799,Critical
te-67800,Critical
te-67801,Not Critical
te-67802,Not Applicable
te-67803,Critical
te-67804,Critical
te-67805,Critical
te-67806,Critical
te-67807,Critical
te-67808,Not Critical
te-67809,Critical
te-67810,Critical
te-67811,Not Applicable
te-67812,Critical
te-67813,Not Critical
te-67814,Not Critical
te-67815,Critical
te-67816,Not Critical
te-67817,Critical
te-67818,Critical
te-67819,Critical
te-67820,Not Critical
te-67821,Not Critical
te-67822,Not Applicable
te-67823,Critical
te-67824,Critical
te-67825,Critical
te-67826,Not Critical
te-67827,Not Critical
te-67828,Not Critical
te-67829,Critical
te-67830,Critical
te-67831,Not Critical
te-67832,Not Critical
te-67833,Not Critical
te-67834,Not Critical
te-67835,Not Applicable
te-67836,Critical
te-67837,Not Critical
te-67838,Critical
te-67839,Critical
te-67840,Not Critical
te-67841,Critical
te-67842,Critical
te-67843,Critical
te-67844,Critical
te-67845,Critical
te-67846,Critical
te-67847,Not Critical
te-67848,Critical
te-67849,Not Critical
te-67850,Not Critical
te-67851,Critical
te-67852,Not Critical
te-67853,Critical
te-67854,Not Critical
te-67855,Critical
te-67856,Critical
te-67857,Not Applicable
te-67858,Critical
te-67859,Critical
te-67860,Critical
te-67861,Not Critical
te-67862,Critical
te-67863,Not Critical
te-67864,Critical
te-67865,Critical
te-67866,Not Critical
te-67867,Not Critical
te-67868,Critical
te-67869,Critical
te-67870,Critical
te-67871,Critical
te-67872,Not Critical
te-67873,Not Critical
te-67874,Not Critical
te-67875,Critical
te-67876,Not Critical
te-67877,Not Applicable
te-67878,Not Critical
te-67879,Critical
te-67880,Critical
te-67881,Critical
te-67882,Critical
te-67883,Critical
te-67884,Not Critical
te-67885,Critical
te-67886,Critical
te-67887,Critical
te-67888,Critical
te-67889,Critical
te-67890,Critical
te-67891,Critical
te-67892,Not Critical
te-67893,Not Critical
te-67894,Critical
te-67895,Not Applicable
te-67896,Critical
te-67897,Not Critical
te-67898,Critical
te-67899,Not Applicable
te-67900,Not Critical
te-67901,Critical
te-67902,Not Critical
te-67903,Not Critical
te-67904,Critical
te-67905,Not Critical
te-67906,Critical
te-67907,Critical
te-67908,Not Critical
te-67909,Critical
te-67910,Critical
te-67911,Critical
te-67912,Not Critical
te-67913,Critical
te-67914,Critical
te-67915,Critical
te-67916,Critical
te-67917,Not Critical
te-67918,Not Applicable
te-67919,Not Critical
te-67920,Not Applicable
te-67921,Critical
te-67922,Not Applicable
te-67923,Critical
te-67924,Critical
te-67925,Not Critical
te-67926,Critical
te-67927,Critical
te-67928,Not Critical
te-67929,Critical
te-67930,Critical
te-67931,Critical
te-67932,Not Critical
te-67933,Not Critical
te-67934,Critical
te-67935,Not Critical
te-67936,Not Critical
te-67937,Critical
te-67938,Not Critical
te-67939,Critical
te-67940,Critical
te-67941,Critical
te-67942,Critical
te-67943,Not Applicable
te-67944,Not Critical
te-67945,Critical
te-67946,Not Critical
te-67947,Critical
te-67948,Not Critical
te-67949,Critical
te-67950,Not Critical
te-67951,Not Critical
te-67952,Not Applicable
te-67953,Critical
te-67954,Critical
te-67955,Not Critical
te-67956,Not Critical
te-67957,Not Critical
te-67958,Critical
te-67959,Not Critical
te-67960,Critical
te-67961,Not Applicable
te-67962,Not Critical
te-67963,Critical
te-67964,Critical
te-67965,Critical
te-67966,Not Applicable
te-67967,Not Critical
te-67968,Not Applicable
te-67969,Critical
te-67970,Not Applicable
te-67971,Not Critical
te-67972,Critical
te-67973,Critical
te-67974,Critical
te-67975,Critical
te-67976,Not Critical
te-67977,Critical
te-67978,Critical
te-67979,Not Critical
te-67980,Not Critical
te-67981,Critical
te-67982,Not Critical
te-67983,Not Critical
te-67984,Critical
te-67985,Not Critical
te-67986,Not Critical
te-67987,Critical
te-67988,Critical
te-67989,Not Critical
te-67990,Not Critical
te-67991,Not Critical
te-67992,Not Critical
te-67993,Not Critical
te-67994,Not Critical
te-67995,Critical
te-67996,Critical
te-67997,Not Critical
te-67998,Not Critical
te-67999,Critical
te-68000,Not Critical
te-68001,Critical
te-68002,Critical
te-68003,Critical
te-68004,Critical
te-68005,Critical
te-68006,Critical
te-68007,Critical
te-68008,Critical
te-68009,Critical
te-68010,Critical
te-68011,Critical
te-68012,Not Critical
te-68013,Not Critical
te-68014,Critical
te-68015,Critical
te-68016,Not Applicable
te-68017,Critical
te-68018,Critical
te-68019,Not Critical
te-68020,Critical
te-68021,Critical
te-68022,Critical
te-68023,Critical
te-68024,Not Critical
te-68025,Not Critical
te-68026,Critical
te-68027,Critical
te-68028,Not Critical
te-68029,Not Critical
te-68030,Critical
te-68031,Critical
te-68032,Not Critical
te-68033,Not Critical
te-68034,Critical
te-68035,Not Applicable
te-68036,Not Critical
te-68037,Not Critical
te-68038,Critical
te-68039,Not Applicable
te-68040,Critical
te-68041,Not Applicable
te-68042,Critical
te-68043,Not Applicable
te-68044,Critical
te-68045,Critical
te-68046,Not Critical
te-68047,Critical
te-68048,Critical
te-68049,Not Critical
te-68050,Critical
te-68051,Not Applicable
te-68052,Critical
te-68053,Critical
te-68054,Critical
te-68055,Not Critical
te-68056,Critical
te-68057,Not Critical
te-68058,Not Critical
te-68059,Not Critical
te-68060,Critical
te-68061,Critical
te-68062,Critical
te-68063,Not Critical
te-68064,Critical
te-68065,Critical
te-68066,Critical
te-68067,Not Critical
te-68068,Critical
te-68069,Critical
te-68070,Critical
te-68071,Critical
te-68072,Critical
te-68073,Not Critical
te-68074,Critical
te-68075,Not Applicable
te-68076,Critical
te-68077,Critical
te-68078,Not Critical
te-68079,Critical
te-68080,Not Critical
te-68081,Critical
te-68082,Critical
te-68083,Critical
te-68084,Critical
te-68085,Critical
te-68086,Not Critical
te-68087,Not Critical
te-68088,Not Applicable
te-68089,Not Critical
te-68090,Critical
te-68091,Critical
te-68092,Critical
te-68093,Critical
te-68094,Critical
te-68095,Critical
te-68096,Critical
te-68097,Not Critical
te-68098,Not Critical
te-68099,Critical
te-68100,Not Applicable
te-68101,Critical
te-68102,Not Critical
te-68103,Not Critical
te-68104,Critical
te-68105,Not Critical
te-68106,Not Critical
te-68107,Not Critical
te-68108,Critical
te-68109,Not Critical
te-68110,Not Critical
te-68111,Critical
te-68112,Critical
te-68113,Not Critical
te-68114,Critical
te-68115,Not Critical
te-68116,Not Applicable
te-68117,Not Critical
te-68118,Critical
te-68119,Not Applicable
te-68120,Critical
te-68121,Critical
te-68122,Critical
te-68123,Not Critical
te-68124,Critical
te-68125,Not Critical
te-68126,Not Critical
te-68127,Critical
te-68128,Critical
te-68129,Critical
te-68130,Critical
te-68131,Critical
te-68132,Critical
te-68133,Critical
te-68134,Critical
te-68135,Critical
te-68136,Not Critical
te-68137,Critical
te-68138,Not Critical
te-68139,Critical
te-68140,Critical
te-68141,Critical
te-68142,Critical
te-68143,Critical
te-68144,Not Critical
te-68145,Not Applicable
te-68146,Critical
te-68147,Critical
te-68148,Not Critical
te-68149,Not Critical
te-68150,Not Applicable
te-68151,Critical
te-68152,Critical
te-68153,Critical
te-68154,Not Critical
te-68155,Not Critical
te-68156,Critical
te-68157,Critical
te-68158,Critical
te-68159,Not Critical
te-68160,Not Critical
te-68161,Critical
te-68162,Critical
te-68163,Not Critical
te-68164,Critical
te-68165,Critical
te-68166,Not Critical
te-68167,Not Critical
te-68168,Critical
te-68169,Not Critical
te-68170,Not Critical
te-68171,Not Critical
te-68172,Not Critical
te-68173,Critical
te-68174,Critical
te-68175,Critical
te-68176,Not Critical
te-68177,Critical
te-68178,Critical
te-68179,Critical
te-68180,Not Critical
te-68181,Not Critical
te-68182,Not Critical
te-68183,Critical
te-68184,Not Critical
te-68185,Critical
te-68186,Not Applicable
te-68187,Not Applicable
te-68188,Critical
te-68189,Not Critical
te-68190,Not Critical
te-68191,Not Applicable
te-68192,Not Critical
te-68193,Not Critical
te-68194,Critical
te-68195,Not Applicable
te-68196,Not Critical
te-68197,Not Critical
te-68198,Critical
te-68199,Critical
te-68200,Not Critical
te-68201,Critical
te-68202,Critical
te-68203,Not Applicable
te-68204,Critical
te-68205,Not Applicable
te-68206,Not Critical
te-68207,Critical
te-68208,Not Critical
te-68209,Critical
te-68210,Critical
te-68211,Critical
te-68212,Critical
te-68213,Critical
te-68214,Critical
te-68215,Critical
te-68216,Critical
te-68217,Not Critical
te-68218,Critical
te-68219,Critical
te-68220,Critical
te-68221,Critical
te-68222,Critical
te-68223,Not Critical
te-68224,Critical
te-68225,Critical
te-68226,Critical
te-68227,Not Critical
te-68228,Not Applicable
te-68229,Not Critical
te-68230,Not Critical
te-68231,Critical
te-68232,Not Critical
te-68233,Critical
te-68234,Critical
te-68235,Not Critical
te-68236,Critical
te-68237,Not Critical
te-68238,Critical
te-68239,Critical
te-68240,Not Critical
te-68241,Critical
te-68242,Critical
te-68243,Critical
te-68244,Critical
te-68245,Not Critical
te-68246,Critical
te-68247,Critical
te-68248,Not Critical
te-68249,Critical
te-68250,Critical
te-68251,Critical
te-68252,Not Critical
te-68253,Critical
te-68254,Critical
te-68255,Critical
te-68256,Not Critical
te-68257,Critical
te-68258,Critical
te-68259,Critical
te-68260,Critical
te-68261,Not Critical
te-68262,Critical
te-68263,Critical
te-68264,Critical
te-68265,Critical
te-68266,Critical
te-68267,Critical
te-68268,Critical
te-68269,Critical
te-68270,Critical
te-68271,Critical
te-68272,Not Critical
te-68273,Critical
te-68274,Critical
te-68275,Critical
te-68276,Critical
te-68277,Not Critical
te-68278,Critical
te-68279,Critical
te-68280,Not Critical
te-68281,Not Critical
te-68282,Critical
te-68283,Critical
te-68284,Not Critical
te-68285,Not Applicable
te-68286,Not Critical
te-68287,Critical
te-68288,Critical
te-68289,Critical
te-68290,Critical
te-68291,Critical
te-68292,Critical
te-68293,Critical
te-68294,Critical
te-68295,Critical
te-68296,Not Critical
te-68297,Not Applicable
te-68298,Not Critical
te-68299,Critical
te-68300,Not Critical
te-68301,Critical
te-68302,Critical
te-68303,Critical
te-68304,Critical
te-68305,Critical
te-68306,Not Critical
te-68307,Not Applicable
te-68308,Not Critical
te-68309,Critical
te-68310,Not Critical
te-68311,Critical
te-68312,Critical
te-68313,Not Critical
te-68314,Not Critical
te-68315,Not Critical
te-68316,Critical
te-68317,Critical
te-68318,Critical
te-68319,Not Critical
te-68320,Critical
te-68321,Critical
te-68322,Not Critical
te-68323,Critical
te-68324,Critical
te-68325,Critical
te-68326,Critical
te-68327,Not Critical
te-68328,Not Critical
te-68329,Critical
te-68330,Critical
te-68331,Critical
te-68332,Critical
te-68333,Critical
te-68334,Critical
te-68335,Not Applicable
te-68336,Not Critical
te-68337,Critical
te-68338,Not Critical
te-68339,Critical
te-68340,Critical
te-68341,Not Applicable
te-68342,Critical
te-68343,Critical
te-68344,Critical
te-68345,Not Critical
te-68346,Critical
te-68347,Critical
te-68348,Not Critical
te-68349,Critical
te-68350,Not Critical
te-68351,Not Critical
te-68352,Critical
te-68353,Critical
te-68354,Critical
te-68355,Critical
te-68356,Not Critical
te-68357,Not Critical
te-68358,Critical
te-68359,Critical
te-68360,Not Critical
te-68361,Not Applicable
te-68362,Not Critical
te-68363,Critical
te-68364,Critical
te-68365,Critical
te-68366,Critical
te-68367,Not Critical
te-68368,Critical
te-68369,Critical
te-68370,Critical
te-68371,Critical
te-68372,Critical
te-68373,Not Critical
te-68374,Critical
te-68375,Critical
te-68376,Not Critical
te-68377,Not Critical
te-68378,Critical
te-68379,Not Applicable
te-68380,Critical
te-68381,Not Critical
te-68382,Critical
te-68383,Critical
te-68384,Critical
te-68385,Critical
te-68386,Not Critical
te-68387,Critical
te-68388,Critical
te-68389,Critical
te-68390,Critical
te-68391,Not Critical
te-68392,Critical
te-68393,Not Critical
te-68394,Not Critical
te-68395,Not Critical
te-68396,Not Critical
te-68397,Critical
te-68398,Critical
te-68399,Critical
te-68400,Not Critical
te-68401,Critical
te-68402,Not Critical
te-68403,Critical
te-68404,Critical
te-68405,Critical
te-68406,Critical
te-68407,Critical
te-68408,Critical
te-68409,Critical
te-68410,Not Critical
te-68411,Critical
te-68412,Not Critical
te-68413,Not Critical
te-68414,Not Critical
te-68415,Not Critical
te-68416,Not Critical
te-68417,Critical
te-68418,Critical
te-68419,Critical
te-68420,Not Critical
te-68421,Not Critical
te-68422,Critical
te-68423,Critical
te-68424,Critical
te-68425,Critical
te-68426,Not Critical
te-68427,Critical
te-68428,Not Critical
te-68429,Critical
te-68430,Not Critical
te-68431,Not Critical
te-68432,Not Critical
te-68433,Critical
te-68434,Critical
te-68435,Not Critical
te-68436,Critical
te-68437,Critical
te-68438,Critical
te-68439,Not Critical
te-68440,Not Critical
te-68441,Critical
te-68442,Not Critical
te-68443,Not Critical
te-68444,Not Critical
te-68445,Not Critical
te-68446,Critical
te-68447,Critical
te-68448,Critical
te-68449,Critical
te-68450,Critical
te-68451,Not Applicable
te-68452,Critical
te-68453,Critical
te-68454,Critical
te-68455,Critical
te-68456,Critical
te-68457,Not Critical
te-68458,Not Applicable
te-68459,Critical
te-68460,Critical
te-68461,Not Critical
te-68462,Critical
te-68463,Not Critical
te-68464,Critical
te-68465,Not Applicable
te-68466,Not Critical
te-68467,Critical
te-68468,Not Critical
te-68469,Critical
te-68470,Critical
te-68471,Not Critical
te-68472,Critical
te-68473,Critical
te-68474,Not Applicable
te-68475,Critical
te-68476,Critical
te-68477,Critical
te-68478,Not Critical
te-68479,Critical
te-68480,Not Critical
te-68481,Critical
te-68482,Not Critical
te-68483,Critical
te-68484,Critical
te-68485,Not Critical
te-68486,Not Critical
te-68487,Not Critical
te-68488,Not Critical
te-68489,Not Applicable
te-68490,Not Critical
te-68491,Critical
te-68492,Not Critical
te-68493,Critical
te-68494,Not Critical
te-68495,Critical
te-68496,Not Applicable
te-68497,Critical
te-68498,Critical
te-68499,Not Critical
te-68500,Critical
te-68501,Not Critical
te-68502,Critical
te-68503,Critical
te-68504,Not Critical
te-68505,Critical
te-68506,Not Critical
te-68507,Critical
te-68508,Not Critical
te-68509,Critical
te-68510,Critical
te-68511,Critical
te-68512,Not Applicable
te-68513,Critical
te-68514,Not Critical
te-68515,Not Critical
te-68516,Not Critical
te-68517,Not Critical
te-68518,Critical
te-68519,Not Applicable
te-68520,Not Critical
te-68521,Not Critical
te-68522,Critical
te-68523,Not Critical
te-68524,Not Critical
te-68525,Critical
te-68526,Not Applicable
te-68527,Critical
te-68528,Not Critical
te-68529,Critical
te-68530,Critical
te-68531,Not Critical
te-68532,Not Critical
te-68533,Critical
te-68534,Not Critical
te-68535,Not Critical
te-68536,Not Critical
te-68537,Not Critical
te-68538,Not Critical
te-68539,Critical
te-68540,Not Critical
te-68541,Critical
te-68542,Critical
te-68543,Critical
te-68544,Not Critical
te-68545,Not Critical
te-68546,Critical
te-68547,Not Critical
te-68548,Not Critical
te-68549,Critical
te-68550,Critical
te-68551,Not Applicable
te-68552,Critical
te-68553,Critical
te-68554,Critical
te-68555,Critical
te-68556,Critical
te-68557,Critical
te-68558,Critical
te-68559,Critical
te-68560,Not Critical
te-68561,Not Applicable
te-68562,Critical
te-68563,Not Critical
te-68564,Critical
te-68565,Not Critical
te-68566,Not Applicable
te-68567,Not Critical
te-68568,Critical
te-68569,Critical
te-68570,Not Critical
te-68571,Not Critical
te-68572,Not Critical
te-68573,Not Critical
te-68574,Critical
te-68575,Critical
te-68576,Critical
te-68577,Critical
te-68578,Not Critical
te-68579,Not Critical
te-68580,Critical
te-68581,Not Critical
te-68582,Not Critical
te-68583,Critical
te-68584,Not Critical
te-68585,Not Critical
te-68586,Critical
te-68587,Critical
te-68588,Not Critical
te-68589,Critical
te-68590,Not Critical
te-68591,Critical
te-68592,Not Critical
te-68593,Critical
te-68594,Not Critical
te-68595,Critical
te-68596,Critical
te-68597,Critical
te-68598,Critical
te-68599,Critical
te-68600,Critical
te-68601,Critical
te-68602,Not Critical
te-68603,Critical
te-68604,Not Critical
te-68605,Critical
te-68606,Critical
te-68607,Critical
te-68608,Critical
te-68609,Not Critical
te-68610,Not Critical
te-68611,Critical
te-68612,Not Applicable
te-68613,Critical
te-68614,Critical
te-68615,Critical
te-68616,Critical
te-68617,Not Critical
te-68618,Not Applicable
te-68619,Critical
te-68620,Critical
te-68621,Not Applicable
te-68622,Not Critical
te-68623,Critical
te-68624,Not Critical
te-68625,Not Critical
te-68626,Not Critical
te-68627,Not Critical
te-68628,Not Critical
te-68629,Critical
te-68630,Critical
te-68631,Not Critical
te-68632,Critical
te-68633,Not Critical
te-68634,Not Critical
te-68635,Not Critical
te-68636,Not Critical
te-68637,Critical
te-68638,Not Applicable
te-68639,Critical
te-68640,Not Critical
te-68641,Critical
te-68642,Not Applicable
te-68643,Critical
te-68644,Critical
te-68645,Not Critical
te-68646,Not Critical
te-68647,Not Critical
te-68648,Critical
te-68649,Not Applicable
te-68650,Critical
te-68651,Not Critical
te-68652,Critical
te-68653,Not Critical
te-68654,Critical
te-68655,Critical
te-68656,Critical
te-68657,Critical
te-68658,Critical
te-68659,Critical
te-68660,Critical
te-68661,Critical
te-68662,Critical
te-68663,Critical
te-68664,Critical
te-68665,Critical
te-68666,Critical
te-68667,Critical
te-68668,Critical
te-68669,Critical
te-68670,Not Applicable
te-68671,Critical
te-68672,Not Critical
te-68673,Not Applicable
te-68674,Not Critical
te-68675,Not Critical
te-68676,Critical
te-68677,Critical
te-68678,Not Critical
te-68679,Critical
te-68680,Critical
te-68681,Critical
te-68682,Not Critical
te-68683,Critical
te-68684,Critical
te-68685,Critical
te-68686,Critical
te-68687,Not Critical
te-68688,Not Critical
te-68689,Critical
te-68690,Critical
te-68691,Critical
te-68692,Critical
te-68693,Not Critical
te-68694,Critical
te-68695,Critical
te-68696,Critical
te-68697,Not Critical
te-68698,Not Critical
te-68699,Not Critical
te-68700,Critical
te-68701,Critical
te-68702,Not Critical
te-68703,Not Critical
te-68704,Critical
te-68705,Critical
te-68706,Critical
te-68707,Not Applicable
te-68708,Critical
te-68709,Not Critical
te-68710,Critical
te-68711,Critical
te-68712,Not Critical
te-68713,Critical
te-68714,Critical
te-68715,Not Critical
te-68716,Critical
te-68717,Not Critical
te-68718,Not Critical
te-68719,Not Applicable
te-68720,Critical
te-68721,Not Applicable
te-68722,Critical
te-68723,Critical
te-68724,Critical
te-68725,Critical
te-68726,Not Critical
te-68727,Critical
te-68728,Critical
te-68729,Not Critical
te-68730,Critical
te-68731,Critical
te-68732,Critical
te-68733,Not Critical
te-68734,Critical
te-68735,Not Critical
te-68736,Not Critical
te-68737,Not Critical
te-68738,Critical
te-68739,Critical
te-68740,Not Critical
te-68741,Critical
te-68742,Not Critical
te-68743,Not Critical
te-68744,Critical
te-68745,Critical
te-68746,Critical
te-68747,Not Critical
te-68748,Critical
te-68749,Critical
te-68750,Not Applicable
te-68751,Critical
te-68752,Not Critical
te-68753,Critical
te-68754,Critical
te-68755,Critical
te-68756,Not Critical
te-68757,Critical
te-68758,Not Applicable
te-68759,Critical
te-68760,Critical
te-68761,Not Critical
te-68762,Not Critical
te-68763,Critical
te-68764,Critical
te-68765,Not Critical
te-68766,Not Critical
te-68767,Critical
te-68768,Not Critical
te-68769,Critical
te-68770,Critical
te-68771,Not Critical
te-68772,Critical
te-68773,Not Critical
te-68774,Not Critical
te-68775,Critical
te-68776,Not Critical
te-68777,Not Critical
te-68778,Not Applicable
te-68779,Critical
te-68780,Critical
te-68781,Not Critical
te-68782,Not Critical
te-68783,Not Critical
te-68784,Critical
te-68785,Not Critical
te-68786,Critical
te-68787,Critical
te-68788,Critical
te-68789,Not Critical
te-68790,Critical
te-68791,Critical
te-68792,Critical
te-68793,Critical
te-68794,Critical
te-68795,Not Critical
te-68796,Not Critical
te-68797,Not Critical
te-68798,Not Critical
te-68799,Critical
te-68800,Not Critical
te-68801,Critical
te-68802,Not Critical
te-68803,Critical
te-68804,Critical
te-68805,Critical
te-68806,Critical
te-68807,Critical
te-68808,Not Critical
te-68809,Critical
te-68810,Not Critical
te-68811,Critical
te-68812,Not Applicable
te-68813,Not Critical
te-68814,Critical
te-68815,Critical
te-68816,Critical
te-68817,Not Critical
te-68818,Critical
te-68819,Critical
te-68820,Not Critical
te-68821,Not Critical
te-68822,Not Critical
te-68823,Critical
te-68824,Critical
te-68825,Not Critical
te-68826,Critical
te-68827,Critical
te-68828,Critical
te-68829,Critical
te-68830,Critical
te-68831,Critical
te-68832,Critical
te-68833,Critical
te-68834,Not Critical
te-68835,Critical
te-68836,Critical
te-68837,Critical
te-68838,Critical
te-68839,Critical
te-68840,Not Critical
te-68841,Not Critical
te-68842,Not Critical
te-68843,Not Critical
te-68844,Not Critical
te-68845,Not Critical
te-68846,Critical
te-68847,Critical
te-68848,Critical
te-68849,Not Critical
te-68850,Critical
te-68851,Critical
te-68852,Critical
te-68853,Not Critical
te-68854,Critical
te-68855,Critical
te-68856,Critical
te-68857,Not Critical
te-68858,Critical
te-68859,Critical
te-68860,Not Critical
te-68861,Not Critical
te-68862,Critical
te-68863,Critical
te-68864,Critical
te-68865,Not Critical
te-68866,Critical
te-68867,Not Critical
te-68868,Critical
te-68869,Critical
te-68870,Not Critical
te-68871,Critical
te-68872,Not Applicable
te-68873,Critical
te-68874,Not Critical
te-68875,Critical
te-68876,Not Critical
te-68877,Not Critical
te-68878,Not Critical
te-68879,Critical
te-68880,Critical
te-68881,Not Critical
te-68882,Not Critical
te-68883,Not Critical
te-68884,Critical
te-68885,Critical
te-68886,Critical
te-68887,Critical
te-68888,Critical
te-68889,Not Critical
te-68890,Critical
te-68891,Critical
te-68892,Critical
te-68893,Critical
te-68894,Critical
te-68895,Not Critical
te-68896,Critical
te-68897,Critical
te-68898,Critical
te-68899,Not Critical
te-68900,Not Critical
te-68901,Critical
te-68902,Critical
te-68903,Not Critical
te-68904,Not Critical
te-68905,Critical
te-68906,Critical
te-68907,Critical
te-68908,Not Critical
te-68909,Critical
te-68910,Not Critical
te-68911,Critical
te-68912,Not Critical
te-68913,Critical
te-68914,Critical
te-68915,Not Critical
te-68916,Critical
te-68917,Not Critical
te-68918,Critical
te-68919,Not Critical
te-68920,Critical
te-68921,Critical
te-68922,Not Critical
te-68923,Not Critical
te-68924,Not Critical
te-68925,Critical
te-68926,Critical
te-68927,Critical
te-68928,Not Critical
te-68929,Not Applicable
te-68930,Not Critical
te-68931,Not Critical
te-68932,Not Critical
te-68933,Critical
te-68934,Critical
te-68935,Critical
te-68936,Critical
te-68937,Critical
te-68938,Not Critical
te-68939,Not Critical
te-68940,Critical
te-68941,Not Critical
te-68942,Critical
te-68943,Critical
te-68944,Not Critical
te-68945,Not Critical
te-68946,Critical
te-68947,Not Critical
te-68948,Not Critical
te-68949,Critical
te-68950,Not Critical
te-68951,Not Critical
te-68952,Critical
te-68953,Not Critical
te-68954,Not Critical
te-68955,Critical
te-68956,Not Critical
te-68957,Critical
te-68958,Critical
te-68959,Critical
te-68960,Not Critical
te-68961,Critical
te-68962,Not Critical
te-68963,Not Critical
te-68964,Not Critical
te-68965,Not Critical
te-68966,Critical
te-68967,Critical
te-68968,Not Critical
te-68969,Critical
te-68970,Not Critical
te-68971,Not Critical
te-68972,Not Critical
te-68973,Critical
te-68974,Critical
te-68975,Not Applicable
te-68976,Critical
te-68977,Not Critical
te-68978,Critical
te-68979,Critical
te-68980,Not Critical
te-68981,Critical
te-68982,Not Critical
te-68983,Not Critical
te-68984,Not Critical
te-68985,Critical
te-68986,Critical
te-68987,Critical
te-68988,Critical
te-68989,Critical
te-68990,Not Critical
te-68991,Critical
te-68992,Not Critical
te-68993,Critical
te-68994,Critical
te-68995,Critical
te-68996,Critical
te-68997,Critical
te-68998,Critical
te-68999,Not Critical
te-69000,Not Critical
te-69001,Critical
te-69002,Critical
te-69003,Critical
te-69004,Not Critical
te-69005,Not Critical
te-69006,Not Critical
te-69007,Critical
te-69008,Critical
te-69009,Critical
te-69010,Not Critical
te-69011,Not Critical
te-69012,Critical
te-69013,Not Critical
te-69014,Not Critical
te-69015,Critical
te-69016,Critical
te-69017,Not Critical
te-69018,Critical
te-69019,Not Critical
te-69020,Not Critical
te-69021,Critical
te-69022,Critical
te-69023,Not Critical
te-69024,Critical
te-69025,Critical
te-69026,Not Critical
te-69027,Not Critical
te-69028,Not Critical
te-69029,Critical
te-69030,Not Critical
te-69031,Critical
te-69032,Critical
te-69033,Critical
te-69034,Not Critical
te-69035,Critical
te-69036,Not Critical
te-69037,Critical
te-69038,Critical
te-69039,Not Critical
te-69040,Critical
te-69041,Not Critical
te-69042,Not Critical
te-69043,Critical
te-69044,Critical
te-69045,Critical
te-69046,Critical
te-69047,Critical
te-69048,Critical
te-69049,Critical
te-69050,Critical
te-69051,Critical
te-69052,Critical
te-69053,Critical
te-69054,Critical
te-69055,Critical
te-69056,Critical
te-69057,Not Critical
te-69058,Critical
te-69059,Not Critical
te-69060,Critical
te-69061,Critical
te-69062,Critical
te-69063,Not Critical
te-69064,Not Critical
te-69065,Critical
te-69066,Not Critical
te-69067,Not Critical
te-69068,Not Critical
te-69069,Critical
te-69070,Critical
te-69071,Not Critical
te-69072,Not Critical
te-69073,Not Critical
te-69074,Not Critical
te-69075,Not Critical
te-69076,Not Critical
te-69077,Not Critical
te-69078,Not Critical
te-69079,Critical
te-69080,Critical
te-69081,Critical
te-69082,Critical
te-69083,Critical
te-69084,Critical
te-69085,Critical
